id,,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews
22628515,,"""Excelente departamento en pleno Centro Porteño.""",166587932,Lucas,San Nicolas,-34.60445,-58.37902,Entire home/apt,8668,1,106
22631299,,Elegant and Luminous Flat in Las Cañitas.,166608011,Carmen Abril,Palermo,-34.56886,-58.43352,Entire home/apt,12425,4,1
22632245,,Moderno Depto en el centro de Capital Federal,177339564,Nora Graciela,Caballito,-34.6241,-58.43107,Entire home/apt,11389,5,19
22645884,,Cozy Studio in Recoleta,7579234,Veronica,Recoleta,-34.59491,-58.40395,Entire home/apt,7610,2,81
22647124,,Espectacular Photographer LOFT close to Palermo,4617021,Alvaro,Colegiales,-34.57707,-58.45652,Entire home/apt,18844,2,15
22654758,,"Studio tipo Loft con Patio y Jacuzzi, Palermo Soho",39826338,Silvina,Palermo,-34.58621,-58.42606,Entire home/apt,12690,4,51
22664659,,Hermoso departamento en el corazón de recoleta,5861082,Coni,Retiro,-34.59392,-58.38384,Entire home/apt,17601,3,2
22669707,,Charming apartment in Núñez,137320728,Lucas,Nuñez,-34.53999,-58.46667,Entire home/apt,5286,2,52
22671215,,Luminoso Y Moderno en Caballito,158977653,Majo,Caballito,-34.62012,-58.45203,Entire home/apt,4438,3,78
22675753,,Excellent Apt. in the heart of Recoleta,160183689,Matias,Recoleta,-34.58976,-58.39346,Entire home/apt,14709,1,283
22681830,,Apartamento para disfrutar Buenos Aires,136179834,Camila,Villa Lugano,-34.66126,-58.47552,Private room,6005,1,6
22685723,,"Cómodo apartamento, ubicación estratégica.",41813910,Delfina,Nuñez,-34.53498,-58.46547,Entire home/apt,17748,1,49
22686976,,Sky Apartment,26298994,Paola Y Diego,Retiro,-34.59837,-58.37927,Entire home/apt,7662,4,52
22689722,,Private Single Bed Room (4),123645376,Myriam,Monserrat,-34.61521,-58.39094,Private room,2071,3,14
22699046,,Spacious private rooms in shared house,6519201,Sebastian,Palermo,-34.58327,-58.43869,Private room,2932,5,3
22717645,,"Studio Amarelo II,  Guard 24/7, Palermo",23021913,Eugenia,Palermo,-34.57938,-58.4405,Entire home/apt,7515,7,68
22724303,,Cálido departamento en Chacarita,32221099,Irupé,Chacarita,-34.58133,-58.45435,Entire home/apt,4349,21,26
22725698,,Comfortable apartment in Belgrano,167710908,Carola,Belgrano,-34.56053,-58.44627,Entire home/apt,17601,2,24
22729506,,"Duplex Lavalle, en Palermo",116655907,Nicolas,Palermo,-34.5812,-58.43463,Entire home/apt,41605,20,0
22734594,,Beautiful room in Palermo. Very central.,40680264,Ull Richard,Palermo,-34.58809,-58.41121,Private room,6727,3,1
22740747,,Habitacion Privada 3,38347264,Ana Maria,Belgrano,-34.56549,-58.46871,Private room,2899,120,0
22744869,,Historic District/Stylish Loft  landmark building,10581724,Melisa,Monserrat,-34.61152,-58.37353,Entire home/apt,12425,3,98
22761807,,Habitación con baño privado,168123446,Celeste,Villa Urquiza,-34.57581,-58.48699,Private room,500,5,0
22770777,,Bright New House with patio & rooftop w/parrilla!,38805573,Majo,Chacarita,-34.57864,-58.45755,Entire home/apt,10354,3,10
22787103,,Modern and Design Apartment in Palemo Hollywood!,188018,"Martin, Bibi And Dani",Palermo,-34.5804,-58.4343,Entire home/apt,10401,14,12
22789037,,"Historic San Telmo Apart, In the Best Location !!",11685677,Luis De Los Santos,San Telmo,-34.62018,-58.37009,Entire home/apt,8076,3,51
22792890,,"Micro Centro, Silencioso y confortable.",73430282,Ana,San Nicolas,-34.6029,-58.37833,Entire home/apt,7699,3,77
22794726,,Studio @ Recoleta - Excellent Location!,9944323,Pablo,Recoleta,-34.59209,-58.39866,Entire home/apt,5498,3,40
22795199,,Charming apartment in Núñez,137320728,Lucas,Nuñez,-34.53932,-58.46748,Entire home/apt,14857,2,59
22803385,,La casa de Elena1,168511344,Elena,Palermo,-34.58396,-58.41192,Private room,1380,3,50
22814582,,Excelente depto a estrenar /  Matías Home,162698048,Matias,Almagro,-34.60083,-58.42863,Entire home/apt,6419,4,13
22814879,,HABITACIÓN EN CAMINITO.,24475454,Juan Jose Yaya,Boca,-34.6372,-58.36234,Shared room,1355,1,0
22824649,,Modern Studio between Palermo and Recoleta,71831447,Rodrigo,Palermo,-34.58195,-58.40556,Entire home/apt,10147,2,8
22828862,,Stylish & spacious Loft in Palermo Hollywood,156776235,Gustavo,Palermo,-34.58079,-58.42891,Entire home/apt,12839,3,217
22831967,,DPTO 2 AMB  VIlla del Parque- Devoto. Excel ubicac,43671349,Marcela,Villa Del Parque,-34.59865,-58.49863,Entire home/apt,6212,7,3
22832665,,Excelente departamento en Recoleta,168732164,Laura,Retiro,-34.59397,-58.38608,Entire home/apt,4349,3,0
22838828,,NICARAGUA APARTMENTS II,10832119,Ari,Palermo,-34.58293,-58.43251,Entire home/apt,5709,2,183
22843202,,Departamento en Las Cañitas,168018562,Cecilia,Palermo,-34.56755,-58.43296,Entire home/apt,6419,3,1
22844888,,Departameno en Palermo Hollywood,168922277,Matias,Palermo,-34.57555,-58.43376,Entire home/apt,12425,6,2
22844945,,PPP Perfecto Para Palermo Soho,3687773,Desi,Palermo,-34.58624,-58.42869,Entire home/apt,22330,3,19
22848576,,Quiet and luminous 1-bedroom in Villa Crespo,308645,Ana,Villa Crespo,-34.60121,-58.44647,Entire home/apt,7800,5,0
22864255,,Excelente apartamento en Downtown Buenos Aires,102140732,Paul,Monserrat,-34.61036,-58.38654,Entire home/apt,6212,3,8
22874481,,NEW Beautiful PH in Palermo Soho w/ Patio!!!,3113621,Sofia,Palermo,-34.59005,-58.43581,Entire home/apt,7515,5,47
22878294,,Luxury Studio with pool and gym - Palermo Soho!,169287404,Clara,Palermo,-34.58219,-58.42415,Entire home/apt,10401,2,163
22885499,,Modern Apartment with own Grill,106431317,Hernán,Colegiales,-34.57777,-58.45533,Entire home/apt,4000,7,40
22886206,,Cálido depto en Palermo Queens con hermosa vista,169367764,Angela,Villa Crespo,-34.5959,-58.42862,Entire home/apt,2070,3,42
22886802,,"Almagro, Hosp. Italiano, CORAZÓN de Bs As.",31674305,Federico,Almagro,-34.60423,-58.42363,Private room,4142,3,37
22889365,,"Mi casa, tu casa sobre avenida en Barracas.",130430884,ElTano,Barracas,-34.63737,-58.37575,Private room,4142,1,6
22897984,,Moderno y acogedor Departamento en Devoto,90849048,Nestor,Villa Devoto,-34.60527,-58.51071,Entire home/apt,7929,3,72
22903164,,Una habitación en el corazón de San Telmo,15186660,Carlos,San Telmo,-34.62205,-58.37605,Private room,2899,7,34
22904681,,"Departamento para Largas estadias,  estudiantes.",13301269,Pedro,Retiro,-34.59628,-58.38031,Entire home/apt,3744,20,21
22907168,,"Petite Maison.
Departamento muy cómodo cerca de lo mejor de Palermo",158465602,Roberto,Palermo,-34.58885,-58.41883,Entire home/apt,22778,2,9
22916153,,Coziest Appartment in the heart of Buenos Aires,37669658,Federico,Recoleta,-34.5917,-58.39425,Entire home/apt,5825,180,0
22916570,,Habitación en Congreso,62409737,Barbie,Balvanera,-34.61551,-58.39729,Private room,3491,1,5
22916649,,Departamento de categoria en recoleta,141223928,Graciela,Recoleta,-34.59513,-58.39912,Entire home/apt,10401,61,0
22919388,,Jeronimo Apartment in Palermo (Bulnes - Subway D),60419303,Celeste,Palermo,-34.58846,-58.41308,Entire home/apt,9361,3,104
22925830,,Dos ambientes amenities-Palermo Queen(opc.cochera),169756378,Sergio,Villa Crespo,-34.59422,-58.43479,Entire home/apt,8076,7,2
22926730,,Gorgeous 2BR apartment in the best location of BA!,4533013,Susana,Palermo,-34.58773,-58.41329,Entire home/apt,12482,1,48
22934360,,Un espacio para disfrutar cerca de todo,169847652,Agustín,Boca,-34.62694,-58.36173,Entire home/apt,10000,2,59
22936743,,Amplio Monoambiente a solo 150 mts. del obelisco,102151638,José María,San Nicolas,-34.60515,-58.38019,Entire home/apt,6419,3,148
22951066,,Departamento de diseño a metros del Teatro Colón,12929306,Alejandra,San Nicolas,-34.60028,-58.38074,Entire home/apt,6715,5,58
22957728,,Modern studio in Bohemian Villa Crespo!,67086449,Rodrigo,Villa Crespo,-34.6012,-58.43662,Entire home/apt,7248,14,10
22958021,,Studio Center,55557692,Pablo,Monserrat,-34.61295,-58.37709,Entire home/apt,6005,3,120
22958371,,WONDERFUL SOHO Apart With Amenities I,74661407,Julieta,Palermo,-34.5844,-58.42359,Entire home/apt,9361,7,86
22960031,,"¡Cómodo, Alegre, Céntrico, Silencioso!",7591516,Héctor Martín,Monserrat,-34.60923,-58.38717,Entire home/apt,8047,3,104
22970867,,"Loft Clay    :: Las Cañitas,  Belgrano-Palermo",170250209,Juan,Palermo,-34.57303,-58.43136,Entire home/apt,5825,6,32
22980492,,Habitación Privada. Bien ubicada & luminosa.,63248200,Vero,Caballito,-34.60823,-58.43269,Private room,5384,10,0
22984740,,Santa Fe & Agüero Modern Studio,1333525,Mar,Recoleta,-34.59182,-58.40746,Entire home/apt,9401,3,73
22986498,,Magnífico alojamiento a metros del Alto Palermo,39164165,Liliana,Palermo,-34.58903,-58.41254,Entire home/apt,15602,7,73
22995534,,LUXURY Apartment - BELGRANO 4A,91802946,Daniel,Belgrano,-34.5673,-58.45492,Entire home/apt,11981,1,52
23002948,,Hermoso depto 2 ambientes con amenities. Caballito,170626709,Cecilia,Parque Chacabuco,-34.631,-58.44412,Entire home/apt,10354,365,7
23003262,,Premium apartment in excellent location,170629816,Julián,Nuñez,-34.55391,-58.46541,Entire home/apt,13116,1,57
23003474,,"Luxury, pleasure & confort in BA Obelisco -25% off",170632856,Florencia,San Nicolas,-34.60115,-58.37938,Entire home/apt,6094,1,231
23015317,,PH porteño ♡ 90 sq m w/ private patio & terrace,160309923,Federico,Recoleta,-34.59602,-58.41382,Entire home/apt,9318,15,23
23017081,,Departamento Espacioso en Retiro,170600199,Clarisa,Retiro,-34.59304,-58.37949,Entire home/apt,21300,5,65
23017139,,"Pucará, Buenos Aires Department, Obelisco, centro.",170765354,Jorge,San Nicolas,-34.60514,-58.38764,Entire home/apt,2070,45,10
23019577,,Lovely 1 BR apartment w/ private patio @ Recoleta,9944323,Pablo,Recoleta,-34.59786,-58.39434,Entire home/apt,6212,4,43
23025372,,Studio frente al Shopping Alto Palermo,170846269,Gabriela,Palermo,-34.58744,-58.4093,Entire home/apt,5177,1,1
23031429,,BIRD NEST high rise studio,319901,Ralf Dietmar,Palermo,-34.58268,-58.42302,Entire home/apt,13106,4,26
23035112,,Hermoso Studio en Palermo - Todo nuevo!,122562696,Lilian,Palermo,-34.59189,-58.42259,Entire home/apt,7248,3,67
23041748,,Dos ambientes luminoso y alegre. Barrio Norte,103258084,Ji,Recoleta,-34.58654,-58.40633,Entire home/apt,12010,4,5
23042110,,Cozy studio in the neighborhood of belgrano,152223904,Monica,Belgrano,-34.55486,-58.45894,Entire home/apt,4556,2,21
23043064,,"Palermo Soho, apartamento tipo casa con terraza.",171008202,Andrea,Palermo,-34.59136,-58.4284,Entire home/apt,20803,3,108
23044364,,1 Corazón y alma de obelisco 1,120395041,Peka,San Nicolas,-34.60171,-58.38121,Entire home/apt,23447,2,108
23044439,,B2- Ideal Parejas: Habitación amplia con balcón,4372509,Vicky,Constitucion,-34.62129,-58.37941,Private room,4142,30,3
23052111,,Muy lindo y luminoso depto para dos en Palermo,51485760,Marian,Palermo,-34.573574,-58.422646,Entire home/apt,4142,5,17
23053842,,Chic Oasis in the heart of Recoleta,11483615,Mariana,Recoleta,-34.59549,-58.39419,Entire home/apt,18430,3,20
23057269,,The Atelier: Un experiencia diferente en San Telmo,9523236,Daniel,San Telmo,-34.62437,-58.37645,Entire home/apt,6005,2,22
23059095,,Studio Downtown 2 blocks to obelisco/Av Corrientes,8651963,Melina,San Nicolas,-34.60016,-58.37901,Entire home/apt,7685,3,25
23069017,,"Buenos Aires, TANGO 14",9118055,Tango,Recoleta,-34.59394,-58.40135,Entire home/apt,8113,4,29
23079160,,Great Stylish Suite in GuestHouse 5★ BA Downtown,161138753,Juan Pablo,Balvanera,-34.6062,-58.39504,Private room,7618,2,8
23079521,,Mi hogar BA 3 gran jardín!! aire acondicionado,28723445,Etel,Agronomia,-34.59006,-58.48864,Private room,2692,3,5
23079737,,In-Suite Room 5★ | Best GuestHouse ❤ BsAs!,161138753,Juan Pablo,Balvanera,-34.6062,-58.39504,Private room,7618,2,18
23086633,,HABITACION INDIVIDUAL EN PALERMO,12789858,Graciela,Palermo,-34.59085,-58.42158,Private room,600,90,1
23090282,,Magnifique Studio in Recoleta !,53856762,Sebastian,Recoleta,-34.59597,-58.39154,Entire home/apt,7869,2,219
23107271,,Cozy loft in Recoleta,171674647,Patricia,Retiro,-34.59124,-58.38736,Entire home/apt,4500,4,66
23124978,,PH muy luminoso en barrio tranquilo.,1505465,Maria Dolores,Villa Urquiza,-34.56364,-58.49091,Entire home/apt,6212,4,1
23129315,,Departamento entero en Palermo. Imponente vista.,67992497,Cristina,Palermo,-34.57297,-58.42298,Entire home/apt,14938,2,61
23140101,,Lujoso,171791699,Pia,Belgrano,-34.56081,-58.46201,Entire home/apt,15000,7,16
23143142,,STUDIO MELO,12450540,Hart,Recoleta,-34.58743286,-58.40015411,Entire home/apt,7697,7,13
23143324,,"HERMOSO STUDIO, INMEJORABLE UBICACION, DOS ADULTOS",161889599,Elsa,Belgrano,-34.56397,-58.4567,Entire home/apt,4941,2,53
23143450,,Cozy appartment in Colegiales.,31103713,Silvia,Colegiales,-34.575,-58.4493,Entire home/apt,5177,10,23
23143880,,"Exclusivo departamento en Recoleta, Bs As",172005103,Lucrecia,Retiro,-34.58901,-58.38273,Entire home/apt,24849,3,0
23148838,,PLAZA ARMENIA & PALERMO SOHO AMAZING VIEW!!,3044972,Vicky,Palermo,-34.58669,-58.42315,Entire home/apt,21990,2,66
23149347,,Apartamento con balcón en Palermo,50269149,Delfina,Palermo,-34.58513,-58.4222,Entire home/apt,8321,90,2
23149465,,Cozy Studio  - Bell 2,49713768,Natacha,Villa Del Parque,-34.6037,-58.4961,Entire home/apt,6833,4,13
23155034,,Wonderful apartment in Palermo Queens!,113413599,Tomas,Villa Crespo,-34.59441,-58.44413,Entire home/apt,9615,12,170
23155514,,LOVELY ONE BEDROOM APARTMENT - PALERMO HOLLYWOOD 2,10832119,Ari,Palermo,-34.58348,-58.44441,Entire home/apt,5916,2,109
23157123,,Depto en excelente zona de Recoleta,171477910,Florencia,Recoleta,-34.58585,-58.39868,Entire home/apt,8113,1,246
23162238,,Palermo New Apartment,172176067,Daniel,Palermo,-34.57546,-58.42364,Entire home/apt,14495,1,81
23163063,,Hermoso duplex en Palermo Soho,100972248,Cecilia,Palermo,-34.58789,-58.41317,Entire home/apt,10401,3,81
23163108,,Apartment San Telmo,77815212,Ariel,San Telmo,-34.61942,-58.37084,Entire home/apt,12721,2,81
23164753,,Calle Peña casi Parque Las Heras.,1776251,Ignacio,Recoleta,-34.58542,-58.40633,Entire home/apt,12918,2,93
23179694,,"HEART OF PALERMO SOHO, BEST LOCATION!! 2 BDRS",3044972,Vicky,Palermo,-34.58419,-58.42691,Entire home/apt,19910,2,45
23186136,,Palermo Hollywood Apartment!!!,24168698,Pipo,Palermo,-34.57866,-58.4355,Entire home/apt,11976,7,4
23201639,,Studio en Recoleta para 2 personas,3469227,Federico,Retiro,-34.59219,-58.38322,Entire home/apt,19198,1,10
23201915,,I Espacio Walden I  Comfortable + Practical & Nice,172522618,Nicolas,Chacarita,-34.58934,-58.44983,Entire home/apt,7041,1,39
23202060,,Cómodo y bonito apartamento en Recoleta.,3469227,Federico,Retiro,-34.59405,-58.3836,Entire home/apt,19198,1,12
23218542,,Cómoda habitación en barrio encantador,97433384,Marucha,Belgrano,-34.56909,-58.46489,Private room,1049,1,10
23233122,,Bright room with private bathroom & terrace.,172863614,Rosangela Y Maria,San Telmo,-34.61928,-58.37466,Private room,4556,2,71
23233435,,Tu casa en Buenos Aires,172804154,Susana,Recoleta,-34.59408,-58.41226,Entire home/apt,9851,2,91
23233963,,Bright private room Shared Bathroom san telmo,172863614,Rosangela Y Maria,San Telmo,-34.6175,-58.37599,Private room,3313,2,44
23244298,,Charming apartment in the heart of Abasto,4365340,Gema,Balvanera,-34.5989,-58.40835,Entire home/apt,6212,2,16
23249768,,"Cozy room, priv. bathroom in Colegiales - Palermo",7408500,Jose,Colegiales,-34.57651,-58.45735,Private room,5177,2,20
23255216,,RECOLETA,173087313,Gustavo,Recoleta,-34.58693,-58.38762,Entire home/apt,26713,3,1
23255318,,"Hermoso departamento en Palermo, Buenos Aires.",173088213,Claudia,Palermo,-34.58274,-58.42086,Entire home/apt,27955,3,1
23270482,,Best place in Downtown!!,24568860,Costanza,San Nicolas,-34.6002,-58.37801,Entire home/apt,8283,2,49
23273044,,Beautiful & Comfortable 1 bedroom apt. in Recoleta,31142413,Ange,Recoleta,-34.58662626,-58.40442092,Entire home/apt,11000,7,13
23275097,,Encantador y práctico monoambiente,79027781,Maru,Villa Devoto,-34.58902,-58.50907,Entire home/apt,8299,4,47
23275381,,Habitacion con baño y kitchenette privado,173256320,Gio,San Telmo,-34.61951,-58.37102,Private room,6212,3,33
23285653,,"Palermo Hollywood ""Frente al Pasaje"" Contemp 1 bed",3771282,Max,Palermo,-34.57989,-58.43831,Entire home/apt,16642,5,0
23286045,,Modern Charming Studio TOP LOCATION,758473,Nati,Belgrano,-34.55746,-58.45922,Entire home/apt,9733,3,32
23287906,,NEWLY REFURBISHED APARTMENT IN DOWNTOWN LOCATION,173365133,Arturo Mario,Retiro,-34.59677,-58.37616,Entire home/apt,6212,5,33
23305423,,Design Apartment in Palermo Hollywood,66589710,Yamil,Palermo,-34.57729,-58.438004,Entire home/apt,6033,14,19
23305672,,Hermoso departamento en Palacio Raggio,82701589,Maria,Monserrat,-34.61181,-58.37375,Entire home/apt,10609,4,36
23307944,,Modern Love Nest in the Trendy Palermo Soho Neighborhood,1098816,Soledad,Palermo,-34.58537,-58.43055,Entire home/apt,15531,3,137
23308363,,LA MEJOR UBICACIÓN DE RECOLETA,173553075,Daniela,Recoleta,-34.5914,-58.39866,Entire home/apt,26003,3,1
23308837,,Estilo Porteño en San Telmo.,143768571,Enrique,Constitucion,-34.61926,-58.37858,Entire home/apt,6272,2,128
23309109,,Elegante departamento en Recoleta,173559336,Lindor,Recoleta,-34.59099,-58.39542,Entire home/apt,26003,5,1
23327971,,Comodo Studio en Recoleta para 2 personas,55553719,For Rent Argentina,Retiro,-34.59314,-58.38424,Entire home/apt,19968,1,9
23336092,,Studio en pasaje Lezica,37992085,Federico,Almagro,-34.610878,-58.421597,Entire home/apt,4000,15,1
23336140,,Departamento en Recoleta con patio,4562050,Josefina,Recoleta,-34.59347,-58.38785,Entire home/apt,11389,15,2
23336826,,Hermoso departamento 1 dormitorio en microcentro,173822355,Patricia,San Nicolas,-34.60419,-58.38243,Entire home/apt,5680,4,60
23337112,,"Studio in Recoleta, Best Location in Town!",112084678,Claus,Recoleta,-34.58536,-58.39608,Entire home/apt,7549,4,105
23352000,,B1 - HABITACION PRIVADA. CASA CON TERRAZA,4372509,Vicky,Monserrat,-34.61565,-58.37939,Private room,4142,30,10
23355425,,Artsy & Sunny in the heart of Palermo,20308998,Ornela,Palermo,-34.57872,-58.40973,Entire home/apt,8579,5,118
23368279,,Departamento en Puerto Madero-Torre Zen City,156893759,Norma,Puerto Madero,-34.62013,-58.36089,Entire home/apt,16566,3,0
23376627,,Loft con baño y cocina privado.,173256320,Gio,San Telmo,-34.61951,-58.37102,Private room,8283,3,15
23377021,,Luminoso Estudio en Nuñez/Luminous studio in Nuñez,174251524,Eli,Saavedra,-34.54973,-58.47113,Entire home/apt,4970,5,60
23378495,,Nice loft perfect location av Cordoba,174266791,Martin,San Nicolas,-34.60011,-58.38071,Entire home/apt,6241,1,69
23388084,,Departamento entero entre Santa Fe y Plaza Serrano,174362553,Laura,Palermo,-34.58217,-58.42606,Entire home/apt,21536,1,1
23389244,,Palermo Hermoso,173413993,Ezequiel Omar,Palermo,-34.582,-58.42243,Entire home/apt,26713,5,1
23389285,,"Almagro : Luminoso departamento, todo equipado.",146915623,Erika,Almagro,-34.59988,-58.42793,Entire home/apt,8283,15,26
23393439,,1930's recycle 2BR apartment,174358492,Violetta,Palermo,-34.58649,-58.41811,Entire home/apt,18514,3,67
23413248,,Pany's Apartment  Palermo + studio great location,153279279,Pany,Recoleta,-34.59687,-58.41111,Entire home/apt,9318,3,6
23429429,,"Nuevo & lujoso departamento en San Telmo.  Piscina, barbacoa y lavadero.",60262916,Agustin,Constitucion,-34.62134933,-58.37724686,Entire home/apt,14081,1,116
23447285,,APART LIMAY - Muy luminoso y confortable,174909556,Claudia,Monserrat,-34.61116409,-58.3727951,Entire home/apt,5680,3,35
23447687,,Elegant 2 BR Apartment with Patio in Palermo!,174922138,Hernan,Palermo,-34.57159,-58.42182,Entire home/apt,25706,5,43
23450814,,'MEJOR QUE CASA'. Habitación con cama matrimonial,130430884,ElTano,Barracas,-34.63671,-58.37395,Private room,6655,1,8
23462881,,Elegante depto-edificio boutique-San Telmo,175078772,Julian,Barracas,-34.62875,-58.37189,Entire home/apt,10786,7,9
23465277,,Moderno Depto en Puerto Madero con excelente vista,175109991,Diego Jose,Puerto Madero,-34.61557,-58.36286,Entire home/apt,16152,4,12
23477943,,2 Corazón y alma de obelisco 2,120395041,Peka,San Nicolas,-34.6021,-58.38306,Entire home/apt,15738,2,47
23478258,,Beautiful place to be,55267192,Romina,Balvanera,-34.60288,-58.3993,Private room,2278,5,11
23487196,,"Habitación MUY Luminosa,terraza y buena onda.",175352580,Sol,Caballito,-34.61416,-58.43674,Private room,3520,2,20
23500930,,Dos dormitorios en Madero Harbour Residences,70403603,Juan Manuel,Puerto Madero,-34.62031,-58.36118,Entire home/apt,20708,3,1
23501800,,B4 - PRIVATE SPACIOUS AND COMFY ROOM FOR STUDENTS,4372509,Vicky,Monserrat,-34.61557,-58.38087,Private room,3313,30,7
23502508,,B3 -  HABITACION PRIVADA EN CLASICA SAN TELMO,4372509,Vicky,Constitucion,-34.61787,-58.37986,Private room,3520,30,6
23503490,,LUXURY & New Apartment in Belgrano 4C,62264611,Andy,Belgrano,-34.56708,-58.45493,Entire home/apt,9911,2,134
23507588,,Amplio y luminoso apartamento. EXCELENTE UBICACIÓN,70712941,María Julieta,Villa Crespo,-34.59762,-58.42501,Entire home/apt,6500,1,230
23516983,,Monoambiente en Recoleta,175653520,Juana,Recoleta,-34.58591,-58.38967,Entire home/apt,5000,1,8
23517456,,"Palermo Soho, habitacion privada . private room.",175657462,Fernando Manuel ( Fercriadobelez ),Palermo,-34.58741,-58.41999,Private room,4800,2,66
23520865,,Studio in Recoleta - Peña y Ayacucho,160487754,Connie,Palermo,-34.59324441,-58.41467643,Entire home/apt,5286,5,72
23523938,,Brightness Studio w/ Big Balcony–Palerm Hollywood,89401853,Betty,Palermo,-34.57771,-58.43487,Entire home/apt,10996,6,47
23524085,,"Studio with amenities in Almagro, Buenos Aires.",41043492,Rosario,Almagro,-34.60478,-58.42488,Entire home/apt,10000,7,6
23524647,,Amplio y luminoso departamento en Recoleta,175728152,Mercedes,Recoleta,-34.58901,-58.40538,Entire home/apt,10400,2,167
23535980,,Amplio Monoamabiente con Terraza en Palermo Soho.,45318450,Hernan,Palermo,-34.59171,-58.4237,Entire home/apt,4556,1,2
23541134,,B6 -PRIVATE ROOM > 2 SINGLE BEDS. HOUSE W/ TERRACE,4372509,Vicky,Constitucion,-34.62117,-58.37962,Private room,4142,30,4
23542183,,B5 - PRIVATE ROOM. BEATIFULL HOUSE IN SAN TELMO.,4372509,Vicky,Constitucion,-34.6211,-58.38027,Private room,3934,30,7
23545256,,Hermoso Dpto sobre la Av 9 de Julio y Santa Fe,175910990,Aldana,Retiro,-34.5957,-58.38145,Entire home/apt,6894,4,55
23545261,,Excellent Ap in Palermo & Recoleta *improvements*,8493754,Macarena Y Alejandro,Palermo,-34.58204,-58.40636,Entire home/apt,11389,3,86
23556389,,Alquilo temporal,116604848,Nacho,Almagro,-34.61746,-58.42846,Entire home/apt,18000,15,1
23557966,,Bright and Spacious apartment in Palermo Hollywood,176027505,Francisco,Palermo,-34.57821,-58.42716,Entire home/apt,891536,29,24
23558654,,"Bright, spacious studio with skyline view and pool",176034869,Fernando,Palermo,-34.5844,-58.42366,Entire home/apt,9318,3,16
23561516,,Diego,1728757,Diego Martin,Recoleta,-34.58883,-58.40455,Private room,900,1,1
23563844,,Excelente ubicación. Corazón de la vida porteña.,176084839,Alejandra,San Nicolas,-34.60491,-58.38913,Entire home/apt,9318,3,9
23568499,,Palermo Villa Crespo Almagro TANGO Subte B A/A,29476296,Laura,Villa Crespo,-34.59787641,-58.42623228,Entire home/apt,6390,1,25
23573268,,Palermo Pop,176177967,Martin,Palermo,-34.58713,-58.42402,Entire home/apt,14562,3,26
23582736,,Unique House in Great Location,114553098,Lola,Almagro,-34.60174,-58.42789,Private room,5591,9,45
23582764,,"Cozy 1 BR Apt in Best Recoleta, Touristic Area",141691692,Patricia,Recoleta,-34.59566,-58.39205,Entire home/apt,4970,28,0
23591553,,"Habitacion privada, zona Congreso",128578035,Melody,Balvanera,-34.61389,-58.39708,Private room,1904,5,14
23594955,,delicious  and cozy quite appartment 22 floor,11020702,Mercedes,Colegiales,-34.56981,-58.44787,Entire home/apt,4500,15,0
23595528,,Obelisco: apartamento privado entrada por mi casa,94391544,Leila,San Nicolas,-34.59918,-58.3773,Private room,3135,1,137
23603900,,DEPARTAMENTO EN PALERMO SOHO - PLAZA SERRANO,176525444,Florencia,Palermo,-34.58645,-58.42874,Entire home/apt,1795,3,20
23605221,,Beautiful room in classic private house Recoleta,8587701,Arnaud,Palermo,-34.58308,-58.40418,Private room,6419,2,32
23605889,,Cozy apartment in the heart of Palermo!,34869735,Anto,Palermo,-34.58497,-58.41836,Entire home/apt,5384,2,12
23612186,,Tu mejor opcion en Palermo,3455834,Tiffy,Palermo,-34.58015,-58.40679,Entire home/apt,11389,7,55
23612228,,Departamento para 4 personas en palermo Soho,45216731,Marita,Palermo,-34.58169,-58.42574,Entire home/apt,15531,2,56
23627523,,Dos dormitorios 3 Pax en Callao y Corrientes,7786587,Maximiliano,Balvanera,-34.60436,-58.39237,Entire home/apt,12425,7,0
23629561,,"The Chateau, antique place near San Telmo",168018660,Juan Manuel,Constitucion,-34.62582,-58.38333,Private room,999,1,132
23630542,,Luminosa y cálida habitación en casa en Nuñez,25157971,Eduardo,Nuñez,-34.5429,-58.46456,Private room,5500,2,51
23631497,,Spacious room in the heart of Palermo,20824499,Noelia,Palermo,-34.58058,-58.42387,Private room,2692,1,58
23632222,,Apartamento en el corazón de Palermo Hollywood,31302008,Hannia,Palermo,-34.5808,-58.43645,Entire home/apt,12184,2,10
23632832,,"Confortable dpto en Almagro, Htal. Italiano (per)",53933586,Marta,Almagro,-34.60507,-58.42729,Entire home/apt,2000,5,9
23641110,,Departamento loft  céntrico monserrat,176946953,Hernan,Monserrat,-34.61019,-58.37854,Entire home/apt,12500,5,38
23641283,,Habitación privada en Palermo,119905134,Paula,Palermo,-34.5831,-58.42396,Private room,4142,4,17
23645499,,Luxury Soho Apartment,175110511,Santiago,Palermo,-34.58844,-58.41807,Entire home/apt,10058,5,35
23648895,,Comfortable room in Beautiful Big House,114553098,Lola,Almagro,-34.59996,-58.42794,Private room,5591,6,6
23657396,,Mi Hogar BA 1 gran jardín! aire ac,28723445,Etel,Agronomia,-34.58975,-58.48836,Private room,2485,3,3
23666907,,Moderno estilo Retro Amenities Palermo,12368320,Javier,Chacarita,-34.5902,-58.44909,Entire home/apt,7041,3,68
23668910,,Comodo Studio para 4 personas en Congreso,55553719,For Rent Argentina,San Nicolas,-34.60874,-58.38865,Entire home/apt,9318,5,3
